selection_status,category,document_type,section,title,date_iso,year,size_mb,estimated_store_mb,cumulative_pdf_mb,cumulative_store_estimated_mb,path,exists,file_url,post_url
selected,rapport,rapport,conseil central de l’économie,Rapport 2023 sur le handicap des coûts salariaux,2024-02-21,2024,0.292,0.876,168.667,506.001,rapport/2024-02-21-06-08-43_doc240553fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-02-21-06-08-43_doc240553fr.pdf,https://www.ccecrb.fgov.be/p/fr/1153/rapport-2023-sur-le-handicap-des-couts-salariaux
selected,avis-conjoint,avis conjoint,conseil central de l’économie,Exigences de qualité de l’essence et du diesel destinés à l’exportation,2024-02-16,2024,0.258,0.774,168.925,506.776,avis-conjoint/2024-02-21-04-27-33_doc240500fr.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-02-21-04-27-33_doc240500fr.pdf,https://www.ccecrb.fgov.be/p/fr/1155/exigences-de-qualite-de-l-essence-et-du-diesel-destines-a-l-exportation
selected,debat,Débat,conseil central de l’économie,Revoir le webinaire avec Infrabel sur l'organisation du trafic ferroviaire à la lumière des ambitions fédérales,2024-01-31,2024,5.111,15.334,174.037,522.11,debat/2024-03-01-02-51-01_CCCE20240364CNT69.D2414PowerpointInfrabelWebinar31.01.2024_FR.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-03-01-02-51-01_CCCE20240364CNT69.D2414PowerpointInfrabelWebinar31.01.2024_FR.pdf,https://www.ccecrb.fgov.be/p/fr/1159/revoir-le-webinaire-avec-infrabel-sur-l-organisation-du-trafic-ferroviaire-a-la-lumiere-des-ambitions-federales
selected,avis,avis,conseil central de l’économie,Les prix des abonnements de la SNCB à partir du 1er février 2024,2024-01-30,2024,0.263,0.79,174.3,522.9,avis/2024-08-09-03-32-22_CCE20240339lesprixdesabonnementsdelasncbapartirdu1erfevrier2024.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-08-09-03-32-22_CCE20240339lesprixdesabonnementsdelasncbapartirdu1erfevrier2024.pdf,https://www.ccecrb.fgov.be/p/fr/1148/les-prix-des-abonnements-de-la-sncb-a-partir-du-1er-fevrier-2024
selected,rapport,rapport,conseil central de l’économie,La situation macroéconomique des entreprises sous la loupe,2024-01-25,2024,0.316,0.948,174.616,523.848,rapport/2024-08-21-01-20-17_CCE20240290letauxdemargelarentabiliteetlasituationmacroeconomiquedesentreprises.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-08-21-01-20-17_CCE20240290letauxdemargelarentabiliteetlasituationmacroeconomiquedesentreprises.pdf,https://www.ccecrb.fgov.be/p/fr/1149/la-situation-macroeconomique-des-entreprises-sous-la-loupe
selected,avis,avis,consommation,La dénomination des tarifs télécoms sociaux,2024-01-25,2024,0.153,0.458,174.769,524.306,avis/2024-08-09-03-17-27_CCE20240300denominationdesoffresbeneficiantdestarifssociaux.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-08-09-03-17-27_CCE20240300denominationdesoffresbeneficiantdestarifssociaux.pdf,https://www.ccecrb.fgov.be/p/fr/1145/la-denomination-des-tarifs-telecoms-sociaux
selected,avis,avis,consommation,Chèques sport et culture,2024-01-25,2024,0.13,0.39,174.899,524.696,avis/2024-08-09-03-14-39_CCE20240310chequessportetculture.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-08-09-03-14-39_CCE20240310chequessportetculture.pdf,https://www.ccecrb.fgov.be/p/fr/1144/cheques-sport-et-culture
selected,avis,avis,conseil central de l’économie,Indexation des seuils relatifs au chiffre d’affaires annuel et au total du bilan,2024-01-24,2024,0.188,0.565,175.087,525.261,avis/2024-08-09-03-07-15_CCE20240270lindexationannuelledesseuilsappliquespourqualifierlessocietesdepetitessocietesetdemicrosocietes.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-08-09-03-07-15_CCE20240270lindexationannuelledesseuilsappliquespourqualifierlessocietesdepetitessocietesetdemicrosocietes.pdf,https://www.ccecrb.fgov.be/p/fr/1147/indexation-des-seuils-relatifs-au-chiffre-d-affaires-annuel-et-au-total-du-bilan
selected,avis,avis,conseil central de l’économie,"Le devoir de vigilance, la publication et l'assurance d'informations en matière de durabilité",2024-01-24,2024,0.261,0.784,175.348,526.044,avis/2024-08-09-01-59-54_CCE20240250ledevoirdevigilancelapublicationdinformationsenmatierededurabiliteetlassurancedelinformationenmatierededurabilite.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-08-09-01-59-54_CCE20240250ledevoirdevigilancelapublicationdinformationsenmatierededurabiliteetlassurancedelinformationenmatierededurabilite.pdf,https://www.ccecrb.fgov.be/p/fr/1146/le-devoir-de-vigilance-la-publication-et-l-assurance-d-informations-en-matiere-de-durabilite
selected,avis,avis,conseil central de l’économie,Les informations relatives à l’impôt sur les revenus par certaines sociétés et succursales,2024-01-19,2024,0.156,0.467,175.504,526.512,avis/2024-08-09-12-08-04_CCE20240160letablissementetlacommunicationparcertainessocietesetsuccursalesdinformationsrelativesalimpotsurlesrevenusdessocietes.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-08-09-12-08-04_CCE20240160letablissementetlacommunicationparcertainessocietesetsuccursalesdinformationsrelativesalimpotsurlesrevenusdessocietes.pdf,https://www.ccecrb.fgov.be/p/fr/1140/les-informations-relatives-a-l-impot-sur-les-revenus-par-certaines-societes-et-succursales
selected,avis,avis,consommation,Procédure de désendettement et réforme du règlement collectif de dettes,2024-01-19,2024,0.197,0.591,175.701,527.102,avis/2024-08-09-01-24-50_CCE20240180Avisdesendettement.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-08-09-01-24-50_CCE20240180Avisdésendettement.pdf,https://www.ccecrb.fgov.be/p/fr/1143/procedure-de-desendettement-et-reforme-du-reglement-collectif-de-dettes
selected,avis,avis,clauses abusives,Complément des listes des clauses abusives pour les accords de partenariat concernant le commerce alimentaire de détail,2024-01-09,2024,0.4,1.2,176.101,528.303,avis/2024-08-09-11-44-18_CCE20240201projetdarreteroyalcompletantleslistesdeclausesabusivespourlesaccordsdepartenariatcommercialconcernantlecommercededetailenmagasinnonspecialiseapredomi,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-08-09-11-44-18_CCE20240201projetdarreteroyalcompletantleslistesdeclausesabusivespourlesaccordsdepartenariatcommercialconcernantlecommercededetailenmagasinnonspecialiseapredominancealimentaire.pdf,https://www.ccecrb.fgov.be/p/fr/1150/complement-des-listes-des-clauses-abusives-pour-les-accords-de-partenariat-concernant-le-commerce-alimentaire-de-detail
selected,article,article,conseil central de l’économie,Budget mobilité : des modifications à partir du 1er janvier 2024,2024-01-03,2024,0.176,0.529,176.277,528.831,article/2024-01-03-01-47-52_03012024articlebudgetmobilite.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-01-03-01-47-52_03012024articlebudgetmobilité.pdf,https://www.ccecrb.fgov.be/p/fr/1139/budget-mobilite-des-modifications-a-partir-du-1er-janvier-2024
selected,rapport,rapport,secteurs,L’évolution conjoncturelle dans le secteur de la construction,2023-12-20,2023,1.155,3.464,177.432,532.295,rapport/2024-08-20-04-44-24_CCE20232738DEFRapportdeconjonctureConstructionpoursite.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-08-20-04-44-24_CCE20232738DEFRapportdeconjonctureConstructionpoursite.pdf,https://www.ccecrb.fgov.be/p/fr/1135/l-evolution-conjoncturelle-dans-le-secteur-de-la-construction
selected,avis,avis,conseil central de l’économie,Avis concernant les recommandations faites au gouvernement belge par le Comité de la liberté syndicale de l’Organisation internationale du travail à propos de la loi de 1996,2023-12-20,2023,0.451,1.352,177.882,533.647,avis/2024-08-09-11-26-45_CCE20232925avisconcernantlesrecommandationsfaitesaugouvernementbelgeparlecomitedelalibertesyndicaledelorganisationinternationaledutravailaproposdelaloide1996bli,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-08-09-11-26-45_CCE20232925avisconcernantlesrecommandationsfaitesaugouvernementbelgeparlecomitedelalibertesyndicaledelorganisationinternationaledutravailaproposdelaloide1996blijde.pdf,https://www.ccecrb.fgov.be/p/fr/1138/avis-concernant-les-recommandations-faites-au-gouvernement-belge-par-le-comite-de-la-liberte-syndicale-de-l-organisation-internationale-du-travail-a-propos-de-la-loi-de-1996
selected,avis,avis,conseil central de l’économie,L’importance de la productivité dans la perspective des transitions écologique et numérique,2023-12-20,2023,0.352,1.057,178.235,534.704,avis/2024-08-09-11-13-32_CCE20232910RapportannuelduCNP.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-08-09-11-13-32_CCE20232910RapportannuelduCNP.pdf,https://www.ccecrb.fgov.be/p/fr/1137/l-importance-de-la-productivite-dans-la-perspective-des-transitions-ecologique-et-numerique
selected,rapport,rapport,secteurs,La conjoncture économique dans l’industrie de la chimie,2023-12-15,2023,0.061,0.182,178.295,534.886,rapport/2023-12-21-04-03-05_CCE20232898AvantproposRapportsurlaconjunctureeconomiquedansl_industriedelachimie.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2023-12-21-04-03-05_CCE20232898AvantproposRapportsurlaconjunctureéconomiquedansl'industriedelachimie.pdf,https://www.ccecrb.fgov.be/p/fr/1134/la-conjoncture-economique-dans-l-industrie-de-la-chimie
selected,debat,Débat,conseil central de l’économie,Revoir le webinaire avec Luigi Stähli sur le modèle suisse de système intégré de transports en commun,2023-12-15,2023,6.134,18.403,184.43,553.289,debat/2023-12-19-09-46-04_CCE20232844PPT14.12.2023WebinaireStahli.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2023-12-19-09-46-04_CCE20232844PPT14.12.2023WebinaireStahli.pdf,https://www.ccecrb.fgov.be/p/fr/1133/revoir-le-webinaire-avec-luigi-stahli-sur-le-modele-suisse-de-systeme-integre-de-transports-en-commun
selected,avis,avis,clauses abusives,La transformation de la Directive concernant le retard de paiement dans les transactions commerciales en un Règlement,2023-12-15,2023,0.269,0.808,184.699,554.097,avis/2024-08-09-09-36-52_CCE20232960avissurlapropositiondelacommissioneuropeennevisantatransformerladirectiveconcernantlaluttecontreleretarddepaiementdanslestransactionscommercialesenun,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-08-09-09-36-52_CCE20232960avissurlapropositiondelacommissioneuropeennevisantatransformerladirectiveconcernantlaluttecontreleretarddepaiementdanslestransactionscommercialesenunreglement.pdf,https://www.ccecrb.fgov.be/p/fr/1141/la-transformation-de-la-directive-concernant-le-retard-de-paiement-dans-les-transactions-commerciales-en-un-reglement
selected,avis,avis,consommation,Articles pyrotechniques,2023-12-13,2023,0.135,0.406,184.834,554.503,avis/2024-08-08-03-55-49_CCE20232850articlespyrotechniques.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-08-08-03-55-49_CCE20232850articlespyrotechniques.pdf,https://www.ccecrb.fgov.be/p/fr/1130/articles-pyrotechniques
selected,avis,avis,conseil central de l’économie,Le volet prospectif de la présidence belge de l’Union européenne,2023-12-12,2023,0.846,2.539,185.681,557.042,avis/2024-08-09-08-55-52_CCE20232825CNTAvis2392VoletprospectifPresidencebelgedel_UE.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-08-09-08-55-52_CCE20232825CNTAvis2392VoletprospectifPrésidencebelgedel'UE.pdf,https://www.ccecrb.fgov.be/p/fr/1132/le-volet-prospectif-de-la-presidence-belge-de-l-union-europeenne
selected,article,article,conseil central de l’économie,"La création du Conseil central de l’économie, son rôle et son évolution au sein du système institutionnel et démocratique belge",2023-12-05,2023,0.495,1.486,186.176,558.528,article/2024-02-13-04-32-40_DirkLuyten75ansduConseilcentraldeleconomieoriginesetevolutionduroled_unorganedeconcertationeconomique.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-02-13-04-32-40_DirkLuyten75ansduConseilcentraldel’économieoriginesetévolutiondurôled'unorganedeconcertationéconomique.pdf,https://www.ccecrb.fgov.be/p/fr/1127/la-creation-du-conseil-central-de-l-economie-son-role-et-son-evolution-au-sein-du-systeme-institutionnel-et-democratique-belge
selected,article,article,conseil central de l’économie,"Quel est le rôle de la concertation sociale dans le monde d’aujourd’hui, dans notre XXIe siècle riche en incertitudes ?",2023-12-05,2023,0.196,0.588,186.372,559.115,article/2024-01-17-10-00-54_evelyneleonardleroledudialoguesocialauxxiesiecledansuncontextedeprofondesmutationsdefisetenjeux.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-01-17-10-00-54_evelyneleonardleroledudialoguesocialauxxiesiecledansuncontextedeprofondesmutationsdefisetenjeux.pdf,https://www.ccecrb.fgov.be/p/fr/1128/quel-est-le-role-de-la-concertation-sociale-dans-le-monde-d-aujourd-hui-dans-notre-xxie-siecle-riche-en-incertitudes-
selected,avis,avis,clauses abusives,Certaines conditions contractuelles dans les contrats de fourniture d'énergie avec les entreprises,2023-11-24,2023,0.337,1.01,186.708,560.125,avis/2024-08-08-03-18-51_CCE20232407AvisElectriciteB2BDEF.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-08-08-03-18-51_CCE20232407AvisElectricitéB2BDEF.pdf,https://www.ccecrb.fgov.be/p/fr/1129/certaines-conditions-contractuelles-dans-les-contrats-de-fourniture-d-energie-avec-les-entreprises
selected,rapport,rapport,secteurs,"Stimuler les investissements dans le logement abordable, durable et de qualité",2023-11-23,2023,0.521,1.564,187.23,561.689,rapport/2024-08-20-03-13-17_CCE20232645DEFRapportInvestissements.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-08-20-03-13-17_CCE20232645DEFRapportInvestissements.pdf,https://www.ccecrb.fgov.be/p/fr/1125/stimuler-les-investissements-dans-le-logement-abordable-durable-et-de-qualite
selected,avis,avis,concurrence,Réforme du régime des clauses d’indexation de prix,2023-11-20,2023,0.26,0.78,187.49,562.469,avis/2024-08-08-02-34-55_CCE20232620clausesderevisiondeprix.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-08-08-02-34-55_CCE20232620clausesderevisiondeprix.pdf,https://www.ccecrb.fgov.be/p/fr/1124/reforme-du-regime-des-clauses-d-indexation-de-prix
selected,actualite,actualité,conseil central de l’économie,Petite rétrospective en image,2023-11-20,2023,0.364,1.092,187.854,563.561,actualite/2023-11-17-04-23-34_DirkLuyten75jaarCentraleRaadvoorhetBedrijfslevenoverdeoorsprongendeverschuivenderolvaneeneconomischoverlegorgaan.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2023-11-17-04-23-34_DirkLuyten75jaarCentraleRaadvoorhetBedrijfslevenoverdeoorsprongendeverschuivenderolvaneeneconomischoverlegorgaan.pdf,https://www.ccecrb.fgov.be/p/fr/1120/petite-retrospective-en-image
selected,actualite,actualité,conseil central de l’économie,Revoir l'événement du 20 novembre,2023-11-20,2023,0.355,1.066,188.209,564.626,actualite/2023-10-24-01-57-37_programma75FR.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2023-10-24-01-57-37_programma75FR.pdf,https://www.ccecrb.fgov.be/p/fr/1113/revoir-l-evenement-du-20-novembre
selected,avis,avis,conseil central de l’économie,"L’emploi, l’enseignement et la formation dans le cadre de la Conférence pour une transition juste",2023-11-07,2023,0.259,0.776,188.467,565.402,avis/2024-08-07-11-05-26_CCE20232500CNTAvis2.383Transitionjustebonneversion6.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-08-07-11-05-26_CCE20232500CNTAvis2.383Transitionjustebonneversion§6.pdf,https://www.ccecrb.fgov.be/p/fr/1123/l-emploi-l-enseignement-et-la-formation-dans-le-cadre-de-la-conference-pour-une-transition-juste
selected,rapport,rapport,conseil central de l’économie,« Causes et conséquences de l’inflation » - Rapport Emploi Compétitivité 2023,2023-10-30,2023,3.076,9.229,191.544,574.631,rapport/2024-08-19-03-28-31_CCE20232450REC2023.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-08-19-03-28-31_CCE20232450REC2023.pdf,https://www.ccecrb.fgov.be/p/fr/1116/-causes-et-consequences-de-l-inflation-rapport-emploi-competitivite-2023
selected,actualite,actualité,secteurs,Appel à candidature examen expert diamant,2023-10-26,2023,0.057,0.171,191.601,574.802,actualite/2023-12-04-02-29-55_CRB20232436oproepkandidatendiamantsector.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2023-12-04-02-29-55_CRB20232436oproepkandidatendiamantsector.pdf,https://www.ccecrb.fgov.be/p/fr/1117/appel-a-candidature-examen-expert-diamant
selected,rapport,rapport,secteurs,L’emploi dans les secteurs de l’e-commerce,2023-10-25,2023,1.396,4.188,192.997,578.99,rapport/2024-08-26-03-10-19_CCE20232425DEFRapportECommerceFacts_FiguresEmploi.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-08-26-03-10-19_CCE20232425DEFRapportECommerce«Facts&Figures»Emploi.pdf,https://www.ccecrb.fgov.be/p/fr/1115/l-emploi-dans-les-secteurs-de-l-e-commerce
selected,rapport,rapport,secteurs,Les défis de l’e-commerce en Belgique,2023-10-25,2023,1.52,4.561,194.517,583.551,rapport/2024-08-12-04-37-43_CCE20242422Defisdelecommercecce20232422.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-08-12-04-37-43_CCE20242422Defisdelecommercecce20232422.pdf,https://www.ccecrb.fgov.be/p/fr/1114/les-defis-de-l-e-commerce-en-belgique
selected,avis,avis,consommation,Articles pyrotechniques,2023-10-18,2023,0.142,0.427,194.659,583.978,avis/2024-08-07-10-42-37_CCE20232390articlespyrotechniques.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-08-07-10-42-37_CCE20232390articlespyrotechniques.pdf,https://www.ccecrb.fgov.be/p/fr/1112/articles-pyrotechniques
selected,avis,avis,conseil central de l’économie,Publication d’informations relatives à l’impôt sur les revenus des sociétés par certaines sociétés et succursales,2023-10-04,2023,0.145,0.436,194.805,584.414,avis/2024-08-07-10-38-29_CCE20232310lapublicationdinformationsrelativesalimpotsurlesrevenusdessocietesparcertainessocietesetsuccursales.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2024-08-07-10-38-29_CCE20232310lapublicationdinformationsrelativesalimpotsurlesrevenusdessocietesparcertainessocietesetsuccursales.pdf,https://www.ccecrb.fgov.be/p/fr/1109/publication-d-informations-relatives-a-l-impot-sur-les-revenus-des-societes-par-certaines-societes-et-succursales
selected,debat,Débat,conseil central de l’économie,Revoir le webinaire avec Thierry Vanelslander sur l’avenir de la mobilité,2023-10-03,2023,2.738,8.213,197.542,592.627,debat/2023-10-12-02-22-03_CRB2023.pdf,yes,https://www.ccecrb.fgov.be/dpics/fichiers/2023-10-12-02-22-03_CRB2023.pdf,https://www.ccecrb.fgov.be/p/fr/1111/revoir-le-webinaire-avec-thierry-vanelslander-sur-l-avenir-de-la-mobilite
